ENSEMBL	ESC	ESC	HB	HB
ENSG00000148483	18	16	77	107
ENSG00000148484	1141	1592	1137	976
ENSG00000148488	61	37	16	10
ENSG00000148498	1971	1456	627	570
ENSG00000148513	1	0	0	1
ENSG00000148516	4	11	18	10
ENSG00000148541	22	22	51	34
ENSG00000148572	543	428	633	554
ENSG00000148584	1	0	3755	3559
ENSG00000148600	372	521	111	103
ENSG00000148602	0	0	0	0
ENSG00000148604	0	0	0	0
ENSG00000148606	1755	1818	1497	1536
ENSG00000148634	1190	656	1190	1175
ENSG00000148655	14	3	25	30
ENSG00000148660	1060	929	975	1027
ENSG00000148671	2	3	1	1
ENSG00000148672	2888	3483	36839	33342
ENSG00000148677	5	6	1425	1220
ENSG00000148680	394	1101	10	12
ENSG00000148688	808	799	358	327
ENSG00000148690	558	477	255	334
ENSG00000148700	3254	2580	6670	6189
ENSG00000148702	2	0	4823	3898
ENSG00000148704	0	0	0	0
ENSG00000148719	447	395	871	857
ENSG00000148730	7803	7844	12422	12012
ENSG00000148734	26	10	26	22
ENSG00000148735	0	0	0	0
ENSG00000148737	2265	966	520	440
ENSG00000148773	6488	5143	366	365
ENSG00000148795	0	1	3	1
ENSG00000148798	535	1165	149	126
ENSG00000148803	113	151	307	326
ENSG00000148814	80	70	97	116
ENSG00000148824	648	321	1954	2129
ENSG00000148826	4	6	1	2
ENSG00000148832	49	27	143	106
ENSG00000148834	401	886	1946	1966
ENSG00000148835	414	399	200	225
ENSG00000148840	2453	1755	834	830
ENSG00000148841	498	586	9	18
ENSG00000148842	798	832	839	910
ENSG00000148843	3456	3581	1321	1224
ENSG00000148848	9	6	13	9
ENSG00000148908	104	378	12	17
ENSG00000148925	505	417	524	486
ENSG00000148926	615	693	730	842
ENSG00000148935	22	10	77	54
ENSG00000148942	162	126	43	27
ENSG00000148943	639	517	585	740
ENSG00000148948	7	2	2	2
ENSG00000148950	178	192	135	115
ENSG00000148965	0	0	14	7
ENSG00000148985	835	876	1063	1010
ENSG00000149016	769	650	238	218
ENSG00000149021	0	0	0	0
ENSG00000149043	0	0	0	0
ENSG00000149050	108	89	13	13
ENSG00000149054	298	317	74	77
ENSG00000149084	2093	3495	1542	1462
ENSG00000149089	365	413	261	224
ENSG00000149090	229	60	97	75
ENSG00000149091	1657	1234	631	684
ENSG00000149100	3673	5025	1709	1478
ENSG00000149115	4222	2705	1612	1685
ENSG00000149124	2	0	72	52
ENSG00000149131	1017	1064	2177	1975
ENSG00000149133	0	0	0	0
ENSG00000149136	7248	5994	1183	1003
ENSG00000149150	958	638	1040	965
ENSG00000149177	975	901	1373	1453
ENSG00000149179	378	338	279	278
ENSG00000149182	1269	1200	1543	1391
ENSG00000149187	6629	5248	2764	2704
ENSG00000149196	606	839	331	400
ENSG00000149201	16	13	12	12
ENSG00000149212	4518	1062	5636	6081
ENSG00000149218	116	244	431	403
ENSG00000149231	716	447	445	455
ENSG00000149243	4	6	23	35
ENSG00000149256	369	208	366	283
ENSG00000149257	7720	11413	17168	15352
ENSG00000149260	473	430	1097	1017
ENSG00000149262	773	579	516	468
ENSG00000149269	3843	5587	1888	1680
ENSG00000149273	23025	37874	9845	9164
ENSG00000149289	212	103	752	749
ENSG00000149292	137	101	424	332
ENSG00000149294	148	67	49	31
ENSG00000149295	3	1	585	502
ENSG00000149300	20	16	97	109
ENSG00000149305	6	7	5	11
ENSG00000149308	612	533	213	248
ENSG00000149311	2316	1702	1364	1422
ENSG00000149313	1282	1166	1241	1254
ENSG00000149328	185	193	53	47
ENSG00000149346	425	222	182	176
ENSG00000149357	846	953	971	916
ENSG00000149380	0	3	4	6
ENSG00000149403	79	47	20	11
ENSG00000149418	405	463	1252	1359
ENSG00000149428	5282	3776	5382	6454
ENSG00000149435	0	0	0	0
ENSG00000149451	144	34	2	1
ENSG00000149452	0	0	110	104
ENSG00000149474	1091	705	1366	1272
ENSG00000149476	694	910	583	496
ENSG00000149480	3024	2019	1029	978
ENSG00000149483	413	368	366	372
ENSG00000149485	3534	2936	6069	5334
ENSG00000149488	5	4	0	3
ENSG00000149489	14	17	17	14
ENSG00000149499	621	522	290	283
ENSG00000149503	1386	1270	291	305
ENSG00000149506	0	0	0	0
ENSG00000149507	0	0	16	19
ENSG00000149516	0	0	42	60
ENSG00000149527	2	2	8	3
ENSG00000149531	61	79	97	98
ENSG00000149532	2879	2075	1905	1917
ENSG00000149534	3	4	6	9
ENSG00000149541	355	397	541	492
ENSG00000149547	3243	3681	2873	2589
ENSG00000149548	118	57	29	39
ENSG00000149554	2067	1437	155	181
ENSG00000149557	1436	384	14	17
ENSG00000149564	3	6	129	113
ENSG00000149571	13	19	3	4
ENSG00000149573	20	13	767	786
ENSG00000149575	10	1	0	0
ENSG00000149577	537	431	4648	4466
ENSG00000149582	264	222	1329	1384
ENSG00000149591	815	1597	12008	9873
ENSG00000149596	43	24	293	327
ENSG00000149599	32	19	123	112
ENSG00000149600	740	829	1091	972
ENSG00000149609	6	3	5	1
ENSG00000149633	5	0	11	12
ENSG00000149634	24	17	20	27
ENSG00000149635	0	2	0	2
ENSG00000149636	659	632	322	339
ENSG00000149639	2025	1226	2059	2173
ENSG00000149646	20	23	28	24
ENSG00000149651	0	0	0	0
ENSG00000149654	7	2	0	0
ENSG00000149656	0	0	0	2
ENSG00000149657	1742	1058	822	761
ENSG00000149658	2101	1431	3055	2980
ENSG00000149679	287	257	685	653
ENSG00000149716	455	322	390	365
ENSG00000149735	9	6	3	3
ENSG00000149742	0	0	4	4
ENSG00000149743	253	377	253	246
ENSG00000149761	272	287	249	289
ENSG00000149781	64	33	31	44
ENSG00000149782	2004	1169	483	456
ENSG00000149792	1037	1282	1181	961
ENSG00000149798	133	179	747	741
ENSG00000149806	3397	4857	2320	2111
ENSG00000149809	751	819	2890	2645
ENSG00000149823	1272	1411	1071	999
ENSG00000149922	103	64	12	4
ENSG00000149923	2018	2187	1571	1350
ENSG00000149925	14345	16848	2566	2566
ENSG00000149926	300	299	5	6
ENSG00000149927	251	93	25	37
ENSG00000149929	392	409	163	137
ENSG00000149930	843	869	2003	2118
ENSG00000149932	591	924	862	1018
ENSG00000149948	5859	4397	57	79
ENSG00000149968	0	0	0	0
ENSG00000149970	321	101	83	101
ENSG00000149972	3	3	15	16
ENSG00000150045	0	3	0	0
ENSG00000150048	1	1	3	2
ENSG00000150051	36	19	0	0
ENSG00000150054	359	233	134	150
ENSG00000150093	6703	14485	10714	10004
ENSG00000150175	0	0	2	2
ENSG00000150201	0	0	1	0
ENSG00000150244	0	0	0	0
ENSG00000150275	6	10	58	51
ENSG00000150276	0	0	0	0
ENSG00000150281	19	21	29	35
ENSG00000150316	502	523	587	526
ENSG00000150337	0	0	0	0
ENSG00000150347	16	24	177	169
ENSG00000150361	0	1	2	0
ENSG00000150394	465	442	126	132
ENSG00000150401	613	559	390	465
ENSG00000150403	1149	1124	4441	3966
ENSG00000150433	367	252	123	106
ENSG00000150455	122	135	209	281
ENSG00000150456	33	33	145	184
ENSG00000150457	907	733	702	752
ENSG00000150459	3075	4049	2153	1813
ENSG00000150471	469	497	192	197
ENSG00000150477	436	353	324	346
ENSG00000150510	1467	1138	156	194
ENSG00000150527	515	418	6743	6719
ENSG00000150540	15	25	71	59
ENSG00000150551	39	40	224	300
ENSG00000150556	40	19	899	862
ENSG00000150593	769	417	539	536
ENSG00000150594	238	16	5	10
ENSG00000150625	105	111	40	30
ENSG00000150627	101	93	8	8
ENSG00000150628	0	0	0	0
ENSG00000150630	25	23	3	8
ENSG00000150636	34	31	29	15
ENSG00000150637	5	9	13	21
ENSG00000150656	6	4	7	3
ENSG00000150667	14	6	2	0
ENSG00000150672	186	270	288	225
ENSG00000150676	0	0	0	1
ENSG00000150681	0	0	3	4
ENSG00000150687	143	119	1687	1628
ENSG00000150712	2053	1600	1033	1090
ENSG00000150722	49	46	23	20
ENSG00000150732	0	0	0	0
ENSG00000150750	0	0	0	0
ENSG00000150753	10364	10735	3480	2956
ENSG00000150756	120	120	288	242
ENSG00000150760	2555	2388	1465	1163
ENSG00000150764	657	423	393	384
ENSG00000150768	1824	2054	4873	4885
ENSG00000150773	11	7	12	17
ENSG00000150776	730	666	580	618
ENSG00000150779	540	677	690	549
ENSG00000150782	4	11	83	88
ENSG00000150783	2	4	0	0
ENSG00000150787	182	229	573	544
ENSG00000150867	1446	1372	493	481
ENSG00000150873	29	15	7	10
ENSG00000150893	3429	3055	8130	7256
ENSG00000150907	2228	1148	388	387
ENSG00000150938	676	706	917	936
ENSG00000150961	1452	1963	3101	2853
ENSG00000150967	82	91	123	135
ENSG00000150977	91	97	765	663
ENSG00000150990	942	976	360	383
ENSG00000150991	12370	13990	15822	10782
ENSG00000150995	292	210	112	107
ENSG00000151005	0	1	0	0
ENSG00000151006	101	27	40	35
ENSG00000151012	3334	1314	287	453
ENSG00000151014	318	513	442	408
ENSG00000151023	1	1	21	30
ENSG00000151025	15	17	3	4
ENSG00000151033	0	0	0	0
ENSG00000151067	2	1	14	12
ENSG00000151079	126	150	17	21
ENSG00000151090	253	275	1993	1881
ENSG00000151092	462	376	540	496
ENSG00000151093	40	46	238	232
ENSG00000151116	235	170	364	374
ENSG00000151117	64	36	203	202
ENSG00000151131	1805	1052	648	639
ENSG00000151135	349	549	2713	2770
ENSG00000151136	179	188	50	58
ENSG00000151148	831	635	1623	1444
ENSG00000151150	1925	1656	454	430
ENSG00000151151	486	534	404	460
ENSG00000151164	3	2	4	3
ENSG00000151176	993	1029	1768	1870
ENSG00000151208	1762	1039	1768	1613
ENSG00000151224	148	85	3833	3351
ENSG00000151229	305	331	731	924
ENSG00000151233	815	833	1665	1810
ENSG00000151239	607	753	1741	1890
ENSG00000151240	572	547	1422	1371
ENSG00000151247	3268	3450	1548	1337
ENSG00000151276	3515	1556	2706	2556
ENSG00000151287	136	117	390	363
ENSG00000151292	1314	982	347	387
ENSG00000151304	322	312	222	210
ENSG00000151320	15	24	70	60
ENSG00000151322	24	51	2	3
ENSG00000151327	506	603	1732	1920
ENSG00000151332	346	330	232	202
ENSG00000151338	714	508	371	348
ENSG00000151348	1208	1470	3075	2961
ENSG00000151353	714	850	557	477
ENSG00000151360	0	0	5	5
ENSG00000151364	270	214	31	36
ENSG00000151365	0	0	0	0
ENSG00000151366	1252	1601	2906	2469
ENSG00000151376	20	10	52	44
ENSG00000151379	0	0	0	0
ENSG00000151388	478	343	2751	2701
ENSG00000151413	295	340	170	165
ENSG00000151414	384	321	786	761
ENSG00000151418	0	0	0	0
ENSG00000151422	398	317	386	420
ENSG00000151445	553	518	647	478
ENSG00000151458	1762	1474	1217	1202
ENSG00000151461	1541	1237	954	1004
ENSG00000151465	2664	2699	793	752
ENSG00000151466	322	232	142	118
ENSG00000151468	54	142	15	13
ENSG00000151470	93	97	158	191
ENSG00000151474	536	283	397	374
ENSG00000151475	0	0	0	0
ENSG00000151490	41	19	11	6
ENSG00000151491	183	124	93	113
ENSG00000151498	1042	1030	617	577
ENSG00000151500	773	747	300	285
ENSG00000151502	853	961	1757	1661
ENSG00000151503	1693	1961	676	714
ENSG00000151532	335	279	410	421
ENSG00000151552	529	541	3381	2904
ENSG00000151553	548	535	1121	1171
ENSG00000151572	35	16	181	157
ENSG00000151575	128	127	19	18
ENSG00000151576	1458	961	343	397
ENSG00000151577	5	6	0	0
ENSG00000151611	70	151	319	301
ENSG00000151612	987	708	680	668
ENSG00000151615	1	0	0	0
ENSG00000151617	169	69	972	934
ENSG00000151623	44	41	90	76
ENSG00000151631	0	0	0	0
ENSG00000151632	2	10	37	24
ENSG00000151640	237	241	19	13
ENSG00000151650	379	561	6	9
ENSG00000151651	75	31	26	39
ENSG00000151655	0	0	1179	1031
ENSG00000151657	440	368	287	281
ENSG00000151665	464	459	415	352
ENSG00000151687	22	14	37	27
ENSG00000151689	43	44	188	184
ENSG00000151690	112	85	175	192
ENSG00000151692	814	668	282	321
ENSG00000151693	904	552	348	344
ENSG00000151694	930	997	1032	1014
ENSG00000151702	2	3	5	1
ENSG00000151704	3	5	1	4
ENSG00000151715	3	7	91	76
ENSG00000151718	3483	3406	2317	2740
ENSG00000151725	2180	1382	133	136
ENSG00000151726	134	196	2081	2052
ENSG00000151729	1041	1251	746	725
ENSG00000151743	216	205	82	69
ENSG00000151746	1332	787	453	469
ENSG00000151748	1362	1155	248	291
ENSG00000151773	122	79	55	73
ENSG00000151778	16	6	44	40
ENSG00000151779	1394	1869	1562	1394
ENSG00000151789	162	133	6	4
ENSG00000151790	0	0	152	114
ENSG00000151806	1493	1318	793	776
ENSG00000151812	0	0	0	0
ENSG00000151834	19	36	123	141
ENSG00000151835	3206	1322	431	477
ENSG00000151838	1	1	1	4
ENSG00000151846	1	0	0	0
ENSG00000151849	1033	686	206	238
ENSG00000151876	14	12	101	88
ENSG00000151881	179	171	162	172
ENSG00000151882	6	15	7	5
ENSG00000151883	695	748	82	55
ENSG00000151892	75	93	7	12
ENSG00000151893	1847	1233	1073	996
ENSG00000151914	3466	2533	14152	14006
ENSG00000151917	83	51	77	91
ENSG00000151923	2651	2164	2335	2372
ENSG00000151929	237	205	1009	1041
ENSG00000151948	160	174	61	55
ENSG00000151952	269	373	345	305
ENSG00000151962	9	45	2	8
ENSG00000151963	0	0	1	1
ENSG00000151967	267	173	1314	1457
ENSG00000152034	5	0	4	1
ENSG00000152049	22	20	17	28
ENSG00000152056	253	299	624	818
ENSG00000152061	4441	2395	1117	1155
ENSG00000152076	59	4	2	5
ENSG00000152078	106	126	1156	1310
ENSG00000152086	0	0	0	0
ENSG00000152092	192	59	5	3
ENSG00000152093	0	0	0	0
ENSG00000152102	3172	3394	3810	3792
ENSG00000152104	3563	2835	1228	1291
ENSG00000152117	451	206	140	134
ENSG00000152127	1519	1293	1527	1377
ENSG00000152128	45	33	14	14
ENSG00000152133	110	145	290	340
ENSG00000152137	242	122	435	509
ENSG00000152147	311	366	244	206
ENSG00000152154	88	115	146	141
ENSG00000152192	14	5	21	20
ENSG00000152193	990	544	499	451
ENSG00000152207	0	0	0	0
ENSG00000152208	2631	2701	18	14
ENSG00000152213	18	9	3	8
ENSG00000152214	6	10	4	4
ENSG00000152217	254	106	199	178
ENSG00000152219	531	517	311	335
ENSG00000152223	1200	860	1420	1261
ENSG00000152229	87	83	733	774
ENSG00000152234	15907	18949	17786	15936
ENSG00000152240	876	868	164	160
ENSG00000152242	811	926	554	557
ENSG00000152253	316	237	38	0
ENSG00000152254	0	0	0	0
ENSG00000152256	1264	536	179	190
ENSG00000152266	0	0	0	0
ENSG00000152270	332	183	588	631
ENSG00000152284	3748	3392	480	539
ENSG00000152291	1271	1359	3753	3479
ENSG00000152292	9	4	3	5
ENSG00000152315	10	8	17	12
ENSG00000152332	1477	1829	1681	1992
ENSG00000152348	233	216	172	155
ENSG00000152359	191	240	115	106
ENSG00000152377	328	536	63	71
ENSG00000152380	9	4	41	30
ENSG00000152382	600	542	349	355
ENSG00000152402	34	18	112	97
ENSG00000152404	429	464	254	242
ENSG00000152409	1312	750	798	747
ENSG00000152413	1310	1206	459	569
ENSG00000152422	277	273	113	112
ENSG00000152430	1	2	0	0
ENSG00000152433	27	22	91	65
ENSG00000152439	168	129	186	213
ENSG00000152443	561	607	490	490
ENSG00000152454	321	382	119	109
ENSG00000152455	741	628	229	205
ENSG00000152457	130	125	144	175
ENSG00000152463	3	1	3	4
ENSG00000152464	318	289	166	158
ENSG00000152465	337	266	379	429
ENSG00000152467	12	10	6	10
ENSG00000152475	28	37	43	52
ENSG00000152484	957	804	1800	1996
ENSG00000152492	875	1052	884	882
ENSG00000152495	121	89	14	7
ENSG00000152503	448	317	27	20
ENSG00000152518	2390	1068	3318	3867
ENSG00000152520	1211	653	758	829
ENSG00000152527	256	170	21	18
ENSG00000152556	2543	2694	1112	962
ENSG00000152558	2318	3465	5313	5414
ENSG00000152578	257	579	0	0
ENSG00000152580	28	32	3	7
ENSG00000152582	25	15	33	30
ENSG00000152583	20	10	8	5
ENSG00000152591	0	0	1	0
ENSG00000152592	0	1	0	0
ENSG00000152595	2	0	0	0
ENSG00000152601	299	301	741	659
ENSG00000152611	0	0	0	0
ENSG00000152620	669	288	1476	1504
ENSG00000152642	177	190	391	360
ENSG00000152661	30200	26168	3479	2965
ENSG00000152669	1	0	0	1
ENSG00000152670	4	1	1	0
ENSG00000152672	0	0	0	0
ENSG00000152683	1256	978	1466	1444
ENSG00000152684	520	493	560	521
ENSG00000152689	32	16	75	63
ENSG00000152700	547	619	4193	4187
ENSG00000152705	2	3	11	8
ENSG00000152749	439	444	405	419
ENSG00000152760	18	14	10	7
ENSG00000152763	26	9	43	34
ENSG00000152766	0	0	0	0
ENSG00000152767	2901	2345	1620	1796
ENSG00000152778	114	76	150	176
ENSG00000152779	235	456	145	153
ENSG00000152782	981	741	1185	1102
ENSG00000152784	1	0	0	0
ENSG00000152785	5	39	4	7
ENSG00000152795	7082	4292	4933	5057
ENSG00000152804	96	91	29	34
ENSG00000152818	4320	5113	5360	5255
ENSG00000152822	19	5	13	19
ENSG00000152894	1317	1397	1871	1719
ENSG00000152904	1070	1045	806	733
ENSG00000152910	1	1	0	0
ENSG00000152926	1036	711	4604	5104
ENSG00000152932	308	291	108	99
ENSG00000152936	6	3	15	6
ENSG00000152939	122	83	360	657
ENSG00000152942	364	314	36	349
ENSG00000152944	500	511	177	189
ENSG00000152952	602	927	714	703
ENSG00000152953	87	12	2	2
ENSG00000152954	2	4	0	0
ENSG00000152969	66	93	4	5
ENSG00000152977	786	828	24	20
ENSG00000152990	2606	1901	2413	2182
ENSG00000153002	0	0	1	0
ENSG00000153006	943	879	659	853
ENSG00000153012	175	214	512	582
ENSG00000153015	1567	1424	335	351
ENSG00000153029	9	10	179	150
ENSG00000153037	867	1049	987	925
ENSG00000153044	1400	1440	86	82
ENSG00000153046	2663	2160	372	359
ENSG00000153048	4125	4008	1190	1033
ENSG00000153060	6	2	6	5
ENSG00000153064	44	22	14	12
ENSG00000153066	213	294	1246	1164
ENSG00000153071	80	78	1585	1590
ENSG00000153086	0	0	2	0
ENSG00000153093	434	67	6	3
ENSG00000153094	616	591	1043	1116
ENSG00000153107	5287	4200	1260	1135
ENSG00000153113	1059	839	1369	1379
ENSG00000153130	818	947	1590	1820
ENSG00000153132	235	146	57	46
ENSG00000153140	616	656	193	150
ENSG00000153147	8171	5492	2423	2242
ENSG00000153157	249	133	57	62
ENSG00000153162	79	53	267	309
ENSG00000153165	18	8	25	40
ENSG00000153179	1630	1181	86	108
ENSG00000153187	21534	14699	7942	7481
ENSG00000153201	6968	4454	5298	5249
ENSG00000153207	2702	2055	1838	1854
ENSG00000153208	288	201	5496	4883
ENSG00000153214	696	436	1012	1060
ENSG00000153230	1	0	0	0
ENSG00000153233	13	19	18	17
ENSG00000153234	9	5	18	22
ENSG00000153237	39	15	36	29
ENSG00000153246	90	25	449	383
ENSG00000153250	2341	1940	1585	1576
ENSG00000153253	1	0	0	0
ENSG00000153266	1	0	0	0
ENSG00000153283	11	10	9	9
ENSG00000153291	200	106	150	136
ENSG00000153292	6	8	14	18
ENSG00000153294	0	0	1	8
ENSG00000153303	6	1	268	223
ENSG00000153310	1651	1714	1100	1075
ENSG00000153317	1369	859	1351	1438
ENSG00000153339	1552	1444	1143	1070
ENSG00000153347	0	1	0	0
ENSG00000153391	534	554	161	152
ENSG00000153395	5097	3837	1447	1378
ENSG00000153404	2112	1186	11	17
ENSG00000153406	58	160	123	71
ENSG00000153443	315	315	207	208
ENSG00000153446	25	5	0	0
ENSG00000153485	25	31	20	29
ENSG00000153487	499	424	202	235
ENSG00000153495	2	1	3	3
ENSG00000153498	0	0	0	0
ENSG00000153531	28	14	98	88
ENSG00000153551	421	382	748	700
ENSG00000153558	58	127	93	92
ENSG00000153560	3228	2103	2338	2288
ENSG00000153561	4090	2444	1546	1573
ENSG00000153563	5	8	0	0
ENSG00000153574	404	481	97	116
ENSG00000153684	0	0	0	0
ENSG00000153707	1436	886	1215	1132
ENSG00000153714	2	34	101	93
ENSG00000153721	292	155	1007	979
ENSG00000153767	1760	1201	414	338
ENSG00000153774	1464	1519	718	621
ENSG00000153779	0	0	0	0
ENSG00000153786	1531	1480	1531	1564
ENSG00000153789	0	2	1	0
ENSG00000153790	62	71	79	65
ENSG00000153802	0	0	0	0
ENSG00000153814	177	229	26	18
ENSG00000153815	1325	992	815	799
ENSG00000153820	0	1	765	854
ENSG00000153822	2	3	1474	1521
ENSG00000153823	88	49	356	326
ENSG00000153827	4186	3117	4824	4292
ENSG00000153832	201	210	57	42
ENSG00000153879	2137	1934	1735	1752
ENSG00000153885	1152	771	1142	1182
ENSG00000153896	68	76	84	87
ENSG00000153898	123	98	4	5
ENSG00000153902	200	114	163	159
ENSG00000153904	894	913	1123	990
ENSG00000153914	1616	1177	1865	2034
ENSG00000153922	1961	1526	1130	1086
ENSG00000153923	0	0	0	0
ENSG00000153930	0	0	1	2
ENSG00000153933	276	268	123	129
ENSG00000153936	1115	1096	3425	3544
ENSG00000153944	4023	2540	2352	2410
ENSG00000153956	1289	904	488	509
ENSG00000153975	326	383	327	267
ENSG00000153976	93	65	32	19
ENSG00000153982	172	153	180	208
ENSG00000153989	2670	2547	1462	1744
ENSG00000153993	106	45	272	234
ENSG00000154001	2082	1549	979	1064
ENSG00000154007	0	0	1	2
ENSG00000154016	6	0	1	1
ENSG00000154025	3	2	8	2
ENSG00000154027	149	107	3	6
ENSG00000154040	264	292	68	51
ENSG00000154059	1568	1153	891	837
ENSG00000154065	81	60	116	101
ENSG00000154079	252	270	101	94
ENSG00000154080	349	400	2541	2483
ENSG00000154096	3651	8714	13	19
ENSG00000154099	25	22	24	32
ENSG00000154102	40	33	32	19
ENSG00000154114	463	338	425	409
ENSG00000154118	780	740	404	372
ENSG00000154122	200	306	180	176
ENSG00000154124	737	753	1045	1120
ENSG00000154127	233	249	219	195
ENSG00000154133	0	0	1	1
ENSG00000154134	394	153	7	6
ENSG00000154143	0	0	0	0
ENSG00000154144	893	738	1224	1276
ENSG00000154146	5	3	1092	1214
ENSG00000154153	51	27	641	728
ENSG00000154162	0	4	26	36
ENSG00000154165	0	0	0	0
ENSG00000154174	1920	2346	2868	2936
ENSG00000154175	4	3	84	51
ENSG00000154188	27	32	649	672
ENSG00000154198	0	0	2	0
ENSG00000154217	844	686	128	106
ENSG00000154222	314	227	968	885
ENSG00000154227	8	8	1	0
ENSG00000154229	827	719	536	476
ENSG00000154237	285006	332179	2161	2725
ENSG00000154240	94	49	84	73
ENSG00000154252	0	4	23	10
ENSG00000154258	6	2	63	76
ENSG00000154262	4	0	11	14
ENSG00000154263	28	9	60	72
ENSG00000154265	23	8	729	734
ENSG00000154269	2	1	10	8
ENSG00000154274	12	13	478	505
ENSG00000154277	6844	6247	371	361
ENSG00000154305	2052	1836	1975	1879
ENSG00000154309	250	197	453	456
ENSG00000154310	939	783	907	839
ENSG00000154319	46	14	14	7
ENSG00000154328	93	105	29	50
ENSG00000154330	3	2	6	3
ENSG00000154342	6	3	0	0
ENSG00000154358	1695	994	635	630
ENSG00000154359	373	486	185	169
ENSG00000154370	497	539	999	1261
ENSG00000154380	9076	6012	4934	5130
ENSG00000154415	0	0	1	0
ENSG00000154429	844	1425	146	190
ENSG00000154438	0	3	0	1
ENSG00000154447	360	385	369	418
ENSG00000154451	77	45	57	43
ENSG00000154473	3188	3205	2027	1983
ENSG00000154478	16	1	9	14
ENSG00000154479	17	5	1	1
ENSG00000154485	2	1	1	5
ENSG00000154493	3	1	0	1
ENSG00000154511	139	133	107	127
ENSG00000154518	3041	3905	4689	3967
ENSG00000154529	112	24	50	65
ENSG00000154545	1543	996	2584	2717
ENSG00000154548	299	146	305	310
ENSG00000154553	110	95	36	36
ENSG00000154556	1650	2500	1006	988
ENSG00000154582	1014	1203	928	828
ENSG00000154589	0	0	0	2
ENSG00000154608	9	8	5	0
ENSG00000154611	1	1	1	1
ENSG00000154620	48	69	22	24
ENSG00000154639	4235	3402	1059	1110
ENSG00000154640	254	307	123	152
ENSG00000154642	984	874	305	289
ENSG00000154645	16	20	20	10
ENSG00000154646	0	0	0	0
ENSG00000154654	29	5	6	11
ENSG00000154655	50	26	224	198
ENSG00000154678	2	7	11	12
ENSG00000154710	540	449	588	694
ENSG00000154719	606	538	284	259
ENSG00000154721	209	131	21	9
ENSG00000154723	734	1007	1337	1254
ENSG00000154727	1046	703	775	773
ENSG00000154734	284	359	880	932
ENSG00000154736	26	30	0	0
ENSG00000154743	442	330	137	112
ENSG00000154760	661	359	15	22
ENSG00000154764	2	0	2	0
ENSG00000154767	1162	923	1152	1212
ENSG00000154781	322	443	549	486
ENSG00000154783	647	561	455	437
